"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-13","5.82",",,W"," 1531",",,X"," 1518",",,W","0.00",",,0,2400",,,,,,,"60",",,0","47",",,0","  240",",,X","  250",",,X","0.0",",,0","14.1",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-14","6.26",",,W"," 1521",",,X"," 1529",",,W","0.00",",,0,2400",,,,,,,"62",",,0","54",",,0","  260",",,X","  230",",,X","0.0",",,0","17.9",",,X","21.9",",,X",,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-15","6.26",",,W"," 1704",",,X"," 1643",",,W","0.00",",,0,2400",,,,,,,"61",",,0","53",",,0","  260",",,X","  250",",,X","0.0",",,0","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-16","5.59",",,W"," 1550",",,X"," 1540",",,W","0.00",",,0,2400",,,,,,,"63",",,0","48",",,0","  260",",,X","  280",",,X","0.0",",,0","17.0",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-17","5.37",",,W"," 1606",",,X"," 1628",",,W","0.00",",,0,2400",,,,,,,"67",",,0","52",",,0","  270",",,X","  270",",,X","0.0",",,0","17.0",",,X","19.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-18","5.37",",,W"," 1658",",,X"," 1225",",,W","0.00",",,0,2400",,,,,,,"71",",,0","53",",,0","  270",",,X","  290",",,X","0.0",",,0","13.0",",,X","17.0",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X","    1",",,0",,,,,,,"    1",",,X"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-19","5.14",",,W"," 1701",",,X"," 1632",",,W","0.00",",,0,2400",,,,,,,"63",",,0","53",",,0","  270",",,X","  280",",,X","0.0",",,0","13.0",",,X","16.1",",,X","    1",",,X","    1",",,X",,,,,"    1",",,0","    1",",,X","    1",",,0","    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-20","5.82",",,W"," 1408",",,X"," 1504",",,W","0.00",",,0,2400",,,,,,,"59",",,0","54",",,0","  270",",,X","  280",",,X","0.0",",,0","15.0",",,X","19.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-21","7.61",",,W"," 2250",",,X"," 2308",",,W","0.00",",,0,2400",,,,,,,"60",",,0","53",",,0","  270",",,X","  300",",,X","0.0",",,0","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-22","19.91",",,W"," 1308",",,X"," 1307",",,W","0.01",",,0,2400",,,,,,,"61",",,0","53",",,0","  270",",,X","  270",",,X","0.0",",,0","42.9",",,X","53.0",",,X","    1",",,W",,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-23","10.29",",,W"," 0647",",,X"," 0030",",,W","0.00",",,0,2400",,,,,,,"68",",,0","50",",,0","  330",",,X","  330",",,X","0.0",",,0","23.0",",,X","33.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-24","4.47",",,W"," 1556",",,X"," 1618",",,W","0.00",",,0,2400",,,,,,,"73",",,0","48",",,0","  270",",,X","  270",",,X","0.0",",,0","17.9",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-25","6.04",",,W"," 1445",",,X"," 1444",",,W","0.00",",,0,2400",,,,,,,"69",",,0","51",",,0","  260",",,X","  260",",,X","0.0",",,0","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-26","5.37",",,W"," 1607",",,X"," 1559",",,W","0.00",",,0,2400",,,,,,,"64",",,0","52",",,0","  250",",,X","  240",",,X","0.0",",,0","16.1",",,X","17.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-27","6.71",",,W"," 1604",",,X"," 1603",",,W","0.00",",,0,2400",,,,,,,"69",",,0","52",",,0","  280",",,X","  280",",,X","0.0",",,0","17.9",",,X","23.0",",,X","    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-28","8.05",",,W"," 1600",",,X"," 1557",",,W","0.00",",,0,2400",,,,,,,"73",",,0","52",",,0","  270",",,X","  280",",,X","0.0",",,0","17.0",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-29","5.82",",,W"," 1603",",,X"," 1058",",,W","0.00",",,0,2400",,,,,,,"62",",,0","52",",,0","  250",",,X","  160",",,X","0.0",",,0","13.0",",,X","17.9",",,X","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-30","6.49",",,W"," 1640",",,X"," 1509",",,W","0.00",",,0,2400",,,,,,,"65",",,0","53",",,0","  280",",,X","  290",",,X","0.0",",,0","17.0",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-03-31","6.71",",,W"," 1707",",,X"," 1707",",,W","0.00",",,0,2400",,,,,,,"66",",,0","51",",,0","  260",",,X","  260",",,X","0.0",",,0","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-01","6.04",",,W"," 1402",",,X"," 1208",",,W","0.00",",,0,2400",,,,,,,"65",",,0","53",",,0","  250",",,X","  260",",,X","0.0",",,0","17.0",",,X","21.0",",,X","    1",",,W",,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-02","6.71",",,W"," 1256",",,X"," 1426",",,W","0.00","T,,0,2400",,,,,,,"62",",,0","55",",,0","  280",",,X","  260",",,X","0.0",",,0","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-03","11.41",",,W"," 1510",",,X"," 1541",",,W","0.00",",,0,2400",,,,,,,"64",",,0","52",",,0","  270",",,X","  260",",,X","0.0",",,0","19.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-04","7.38",",,W"," 1546",",,X"," 1545",",,W","0.00",",,0,2400",,,,,,,"66",",,0","49",",,0","  280",",,X","  290",",,X","0.0",",,0","19.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-05","7.16",",,W"," 1526",",,X"," 1131",",,W","0.00",",,0,2400",,,,,,,"78",",,0","52",",,0","  260",",,X","  220",",,X","0.0",",,0","15.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-06","7.61",",,W"," 1048",",,X"," 1046",",,W","0.00",",,0,2400",,,,,,,"79",",,0","54",",,0","  260",",,X","  270",",,X","0.0",",,0","19.9",",,X","23.0",",,X",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-07","9.40",",,W"," 2016",",,X"," 1254",",,W","0.00","T,,0,2400",,,,,,,"63",",,0","53",",,0","  260",",,X","  250",",,X","0.0",",,0","17.0",",,X","21.9",",,X","    1",",,W",,,,,"    1",",,0",,,"    1",",,W",,,,,,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-08","14.09",",,W"," 1735",",,X"," 1452",",,W","0.00","T,,0,2400",,,,,,,"63",",,0","53",",,0","  270",",,X","  280",",,X","0.0",",,0","28.0",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-09","8.28",",,W"," 1408",",,X"," 1407",",,W","0.00",",,0,2400",,,,,,,"66",",,0","50",",,0","  230",",,X","  240",",,X","0.0",",,0","21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-10","10.51",",,W"," 2011",",,X"," 2010",",,W","0.00","T,,0,2400",,,,,,,"61",",,0","54",",,0","  270",",,X","  270",",,X","0.0",",,0","25.1",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-11","7.83",",,W"," 2359",",,X"," 1305",",,W","0.00",",,0,2400",,,,,,,"63",",,0","48",",,0","  270",",,X","  250",",,X","0.0",",,0","19.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-12","7.38",",,W"," 1452",",,X"," 1353",",,W","0.00",",,0,2400",,,,,,,"64",",,0","52",",,0","  270",",,X","  270",",,X","0.0",",,0","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-13","6.04",",,W"," 1459",",,X"," 1458",",,W","0.00",",,0,2400",,,,,,,"67",",,0","52",",,0","  280",",,X","  290",",,X","0.0",",,0","17.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-14","10.51",",,W"," 1750",",,X"," 1749",",,W","0.00",",,0,2400",,,,,,,"64",",,0","52",",,0","  260",",,X","  260",",,X","0.0",",,0","33.1",",,X","40.0",",,X","    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-15","16.33",",,W"," 1405",",,X"," 1418",",,W","0.00",",,0,2400",,,,,,,"60",",,0","48",",,0","  270",",,X","  270",",,X","0.0",",,0","38.0",",,X","42.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-16","7.61",",,W"," 1614",",,X"," 1625",",,W","0.00",",,0,2400",,,,,,,"62",",,0","46",",,0","  260",",,X","  250",",,X","0.0",",,0","21.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-17","5.82",",,W"," 1502",",,X",,,"0.00",",,0,2400",,,,,,,"65",",,0","50",",,0","  270",",,X",,,"0.0",",,0","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-18","6.04",",,W"," 1503",",,X"," 1451",",,W","0.00",",,0,2400",,,,,,,"70",",,0","52",",,0","  260",",,X","  270",",,X","0.0",",,0","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-19","5.59",",,W"," 1449",",,X"," 1555",",,W","0.00",",,0,2400",,,,,,,"87",",,0","57",",,0","  270",",,X","  270",",,X","0.0",",,0","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-20","4.70",",,W"," 1534",",,X"," 1531",",,W","0.00",",,0,2400",,,,,,,"95",",,0","63",",,0","  260",",,X","  260",",,X","0.0",",,0","16.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-21","6.93",",,W"," 1633",",,X"," 1811",",,W","0.00",",,0,2400",,,,,,,"90",",,0","59",",,0","  270",",,X","  220",",,X","0.0",",,0","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-22","6.71",",,W"," 1417",",,X"," 1259",",,W","0.00",",,0,2400",,,,,,,"69",",,0","57",",,0","  270",",,X","  260",",,X","0.0",",,0","17.0",",,X","23.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-23","7.83",",,W"," 1741",",,X"," 2031",",,W","0.00","T,,0,2400",,,,,,,"64",",,0","55",",,0","  270",",,X","  290",",,X","0.0",",,0","16.1",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-24","9.40",",,W"," 1544",",,X"," 1531",",,W","0.00",",,0,2400",,,,,,,"62",",,0","55",",,0","  270",",,X","  250",",,X","0.0",",,0","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-25","11.86",",,W"," 1355",",,X"," 1702",",,W","0.00",",,0,2400",,,,,,,"64",",,0","51",",,0","  260",",,X","  260",",,X","0.0",",,0","28.0",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-26","8.28",",,W"," 1457",",,X"," 1434",",,W","0.00",",,0,2400",,,,,,,"64",",,0","51",",,0","  260",",,X","  260",",,X","0.0",",,0","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-27","6.93",",,W"," 1609",",,X"," 1520",",,W","0.00",",,0,2400",,,,,,,"64",",,0","53",",,0","  290",",,X","  270",",,X","0.0",",,0","19.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-28","8.72",",,W"," 1516",",,X"," 1504",",,W","0.00",",,0,2400",,,,,,,"61",",,0","52",",,0","  280",",,X","  260",",,X","0.0",",,0","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-29","7.38",",,W"," 1524",",,X"," 1431",",,W","0.00",",,0,2400",,,,,,,"63",",,0","50",",,0","  280",",,X","  290",",,X","0.0",",,0","17.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-04-30","6.26",",,W"," 1237",",,X"," 1524",",,W","0.00",",,0,2400",,,,,,,"64",",,0","52",",,0","  260",",,X","  250",",,X","0.0",",,0","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-01","7.38",",,W"," 1802",",,X"," 1754",",,W","0.00","T,,0,2400",,,,,,,"70",",,0","56",",,0","  250",",,X","  250",",,X","0.0",",,0","21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-02","10.07",",,W"," 0749",",,X"," 1026",",,W","0.00",",,0,2400",,,,,,,"65",",,0","57",",,0","  270",",,X","  260",",,X","0.0",",,0","21.0",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-03","6.93",",,W"," 1824",",,X"," 1813",",,W","0.00",",,0,2400",,,,,,,"67",",,0","55",",,0","  250",",,X","  240",",,X","0.0",",,0","17.9",",,X","21.9",",,X",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-04","7.38",",,W"," 1620",",,X"," 1619",",,W","0.00",",,0,2400",,,,,,,"68",",,0","57",",,0","  240",",,X","  240",",,X","0.0",",,0","17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-05","6.93",",,W"," 1625",",,X"," 1347",",,W","0.00",",,0,2400",,,,,,,"70",",,0","58",",,0","  280",",,X","  250",",,X","0.0",",,0","21.0",",,X","25.9",",,X",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-06","8.95",",,W"," 1558",",,X"," 1556",",,W","0.00",",,0,2400",,,,,,,"75",",,0","58",",,0","  260",",,X","  260",",,X","0.0",",,0","25.9",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-07","7.38",",,W"," 1517",",,X"," 1601",",,W","0.00",",,0,2400",,,,,,,"80",",,0","60",",,0","  250",",,X","  250",",,X","0.0",",,0","17.0",",,X","19.9",",,X",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-08","6.26",",,W"," 1303",",,X"," 1403",",,W","0.00",",,0,2400",,,,,,,"74",",,0","59",",,0","  270",",,X","  250",",,X","0.0",",,0","15.0",",,X","19.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-09","6.93",",,W"," 1344",",,X"," 1350",",,W","0.00",",,0,2400",,,,,,,"69",",,0","59",",,0","  260",",,X","  250",",,X","0.0",",,0","17.0",",,X","23.0",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-10","7.83",",,W"," 1655",",,X"," 1404",",,W","0.00",",,0,2400",,,,,,,"68",",,0","57",",,0","  280",",,X","  260",",,X","0.0",",,0","15.0",",,X","17.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-11","6.93",",,W"," 1529",",,X"," 1522",",,W","0.00",",,0,2400",,,,,,,"68",",,0","57",",,0","  270",",,X","  260",",,X","0.0",",,0","19.9",",,X","23.0",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-12","7.61",",,W"," 1437",",,X"," 1433",",,W","0.00",",,0,2400",,,,,,,"68",",,0","59",",,0","  270",",,X","  250",",,X","0.0",",,0","16.1",",,X","23.0",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-13","6.26",",,W"," 1457",",,X"," 1438",",,W","0.00",",,0,2400",,,,,,,"68",",,0","58",",,0","  260",",,X","  250",",,X","0.0",",,0","16.1",",,X","21.9",",,X",,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-14","5.59",",,W"," 1255",",,X"," 1220",",,W","0.00",",,0,2400",,,,,,,"70",",,0","58",",,0","  270",",,X","  250",",,X","0.0",",,0","14.1",",,X","17.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-15","6.49",",,W"," 1348",",,X"," 1326",",,W","0.00",",,0,2400",,,,,,,"69",",,0","61",",,0","  260",",,X","  230",",,X","0.0",",,0","15.0",",,X","19.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-16","5.59",",,W"," 1421",",,X"," 1623",",,W","0.00",",,0,2400",,,,,,,"69",",,0","62",",,0","  260",",,X","  210",",,X","0.0",",,0","14.1",",,X","19.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-17","7.38",",,W"," 1533",",,X"," 1533",",,W","0.00",",,0,2400",,,,,,,"70",",,0","61",",,0","  280",",,X","  260",",,X","0.0",",,0","16.1",",,X","19.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-18","8.50",",,W"," 1559",",,X"," 1559",",,W","0.00",",,0,2400",,,,,,,"69",",,0","58",",,0","  260",",,X","  260",",,X","0.0",",,0","19.9",",,X","21.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-19","10.07",",,W"," 1642",",,X"," 1640",",,W","0.00",",,0,2400",,,,,,,"68",",,0","59",",,0","  260",",,X","  260",",,X","0.0",",,0","19.9",",,X","23.0",",,X","    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-20","7.16",",,W"," 1033",",,X"," 1033",",,W","0.00",",,0,2400",,,,,,,"71",",,0","59",",,0","  260",",,X","  260",",,X","0.0",",,0","17.0",",,X","21.0",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-21","8.05",",,W"," 1532",",,X"," 1515",",,W","0.00",",,0,2400",,,,,,,"70",",,0","60",",,0","  250",",,X","  250",",,X","0.0",",,0","16.1",",,X","19.9",",,X",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-22","7.83",",,W"," 1711",",,X"," 1536",",,W","0.00",",,0,2400",,,,,,,"68",",,0","59",",,0","  250",",,X","  240",",,X","0.0",",,0","16.1",",,X","21.9",",,X",,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-23","7.16",",,W"," 1642",",,X"," 1436",",,W","0.00",",,0,2400",,,,,,,"67",",,0","59",",,0","  270",",,X","  270",",,X","0.0",",,0","15.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-24","8.50",",,W"," 1624",",,X"," 1608",",,W","0.00",",,0,2400",,,,,,,"68",",,0","59",",,0","  280",",,X","  260",",,X","0.0",",,0","17.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2009-05-25","9.17",",,W"," 1548",",,X"," 1449",",,W","0.00",",,0,2400",,,,,,,"68",",,0","58",",,0","  270",",,X","  280",",,X","0.0",",,0","17.0",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,
